2 Z                  131                                   Specyfikacja  : 2533280015,,,,,,,,,,,,,,
Nr rej. TK1503U,,,,,,,,,,,,,,
"Razem 15,7 0 4695 / 6021 4 444,54 PLN",,,,,,,,,,,,,,
Data       05-12-23,KM,Stopy,KM+Stopy+Dodatki,Stawka,Wartość,,,,,,,,,
TRASA nr 25tc/616258010614760,0,0,0,,"826,17 PLN",,,,,,,,,
,,,,,,,,,,,,,,
START,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
STOP,,,,,,,,,,,,,,
KOD POCZT,MIASTO,KOD POCZT,MIASTO,MIEJSCE,PRZESYŁKA NR,MPAL,KM,STREF,STAW,WAGA BR/PRZEL,ST,KWOTA,STANOW KOSZTOW,KONTO
05-506,LESZNOWOLA,26-600,RADOM,ROB-MET,616052014277305,"1,0 0",,ZN3,0,979 / 979 1,,"83,84",205,42120
63-400,Ostrów WIELKOPOL26-660,,JEDLIŃSK,KRATKI.PL MAREK,616252011265255,"1,0 0",,ZN4,0,201 / 489 1,,"45,40",205,42120
,,,,,,,,,,/,,"107,76",205,42620
"Razem 15,5 0 6008 / 7218 12 826,17 PLN",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Strona:,,,,,,,,,,,,,,
4 Z                  131                                   Specyfikacja  : 2533280015,,,,,,,,,,,,,,
Data       05-12-23,KM,Stopy,KM+Stopy+Dodatki,Stawka,Wartość,,,,,,,,,
TRASA nr 25tc/616258010614760,0,0,0,,"826,17 PLN",,,,,,,,,
,,,,,,,,,,,,,,
START,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
STOP,,,,,,,,,,,,,,
KOD POCZT,MIASTO,KOD POCZT,MIASTO,MIEJSCE,PRZESYŁKA NR,MPAL,KM,STREF,STAW,WAGA BR/PRZEL,ST,KWOTA,STANOW KOSZTOW,KONTO
30-798,KRAKÓW,26-660,JEDLIŃSK,RADMOT SPÓŁKA Z OG,616302012147352,"1,0 0",,ZN4,0,95 / 198 1,,"34,16",205,42120
35-301,RZESZÓW,26-660,JEDLIŃSK,P.P.H. RADMOT JAN,616352011980197,"0,5 0",,ZN4,0,600 / 600 1,,"62,70",205,42120
41-506,CHORZÓW,26-660,JEDLIŃSK,"P.P.U.H. MAZUREK""",616382011676447,"1,0 0",,ZN4,0,290 / 990 1,,"96,88",205,42120
41-506,CHORZÓW,26-660,JEDLIŃSK,"P.P.U.H. MAZUREK""",616382011677085,"1,0 0",,,0,700/ 0,,"0,00",0,0
44-240,ŻORY,26-601,RADOM,TABAL,616442013122074,"2,0 0",,ZN3,0,375 / 375 1,,"36,97",205,42120
55-040,KOBIERZYCE,26-660,WIELOGÓRA,DRUK-MAR,616542013086662,"1,0 0",,,0,388/ 0,,"0,00",0,0
55-040,KOBIERZYCE,26-660,WIELOGÓRA,DRUK-MAR,616542013088348,"1,0 0",,ZN4,0,609 / 997 1,,"96,88",205,42120
62-023,GĄDKI,26-600,RADOM,3W,616629011275070,"1,0 0",,ZN3,0,431 / 431 1,,"39,29",205,42120
06-550,SZRENSK,26-624,KOWALA-STEPOCINAMota-Engil Mota-En,,616872011768731,"0,8 0",,ZN3,0,135 / 170 1,,"29,57",205,42120
97-310,MOSZCZENICA,26-660,JEDLIŃSK,AGNIESZKA KOMOROWS,616922013188188,"1,2 2000",,ZN4,0,500 / 720 1,,"75,24",205,42120
97-300,Piotrków Trybuna26-600,,RADOM,ONNINEN,616922013190809,"2,0 0",,ZN3,0,300 / 864 1,,"78,19",205,42120
95-010,STRYKÓW,26-600,RADOM,KARASIEWICZ I SYN,616929012260731,"1,0 0",,ZN3,0,405 / 405 1,,"39,29",205,42120
"Razem 15,5 0 6008 / 7218 12 826,17 PLN",,,,,,,,,,,,,,
Data       06-12-23,KM,Stopy,KM+Stopy+Dodatki,Stawka,Wartość,,,,,,,,,
TRASA nr 25tc/616258010614840,0,0,0,,"353,02 PLN",,,,,,,,,
,,,,,,,,,,,,,,
START,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
STOP,,,,,,,,,,,,,,
KOD POCZT,MIASTO,KOD POCZT,MIASTO,MIEJSCE,PRZESYŁKA NR,MPAL,KM,STREF,STAW,WAGA BR/PRZEL,ST,KWOTA,STANOW KOSZTOW,KONTO
26-600,RADOM,47-400,RACIBÓRZ,CHROM TECHNIK,616252011267223,"2,0 0",,ZN3,0,250 / 1411 1,,"102,74",205,42111
26-600,RADOM,34-470,CZARNY DUNAJEC,STOPKA ZAKŁADY GA,616252011267391,"1,3 2000",,ZN3,0,495 / 495 1,,"39,29",205,42111
26-600,RADOM,48-130,PILSZCZ,FIRMA STK,616252011267424,"1,0 0",,,0,100/ 0,,"0,00",0,0
,,,,,,,,,,/,,"46,04",205,42611
26-600,RADOM,34-480,JABŁONKA,BEST WEAR,616302012148546,"1,0 0",,ZN3,0,500 / 633 1,,"57,34",205,42111
26-600,RADOM,43-502,CZECHOWICE-DZIEDORLEN CZECHOWICE-D,,616402010800935,"1,2 2000",,ZN3,0,90 / 432 1,,"39,29",205,42111
26-660,JEDLIŃSK,5400,Hallein,Hallein Plant _ DS,616444011793751,"1,0 0",,ZN4,0,275 / 275 1,,"34,16",205,42111
26-660,JEDLIŃSK,87-811,SZPETAL GÓRNY,HURTOWNIA NARZĘDZI,616872011768452,"1,0 0",,ZN4,0,100 / 288 1,,"34,16",205,42111
"Razem 8,6 0 1810 / 3534 6 353,02 PLN",,,,,,,,,,,,,,
Data       06-12-23,KM,Stopy,KM+Stopy+Dodatki,Stawka,Wartość,,,,,,,,,
TRASA nr 25tc/616258010615074,0,0,0,,"773,17 PLN",,,,,,,,,
,,,,,,,,,,,,,,
START,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
STOP,,,,,,,,,,,,,,
KOD POCZT,MIASTO,KOD POCZT,MIASTO,MIEJSCE,PRZESYŁKA NR,MPAL,KM,STREF,STAW,WAGA BR/PRZEL,ST,KWOTA,STANOW KOSZTOW,KONTO
02-981,WARSZAWA,26-600,RADOM,DENTOLUX S.C,616052014278761,"1,0 0",,ZN3,0,1000 / 1000 1,,"83,84",205,42120
26-052,NOWINY,26-617,RADOM,"FABRYKA BRONI ""ŁUC",616252011266819,"1,2 2000",,ZN3,0,960 / 960 1,,"83,84",205,42120
,,,,,,,,,,/,,"100,84",205,42620
32-043,SKAŁA,26-600,RADOM,KADEX SP. Z O.O.,616302012146739,"1,0 0",,ZN3,0,250 / 250 1,,"29,57",205,42120
32-060,KRYSPINÓW,26-604,RADOM,DAMAR 2,616302012148474,"0,5 0",,ZN3,0,130 / 130 1,,"26,15",205,42120
43-225,WOLA,26-600,RADOM,PAFI PORTA,616402010801777,"1,0 0",,ZN3,0,300 / 300 1,,"29,57",205,42120
42-202,CZĘSTOCHOWA,26-600,RADOM,EURODOOR RADOM,616422010645699,"0,5 0",,ZN3,0,100 / 144 1,,"28,97",205,42120
44-109,GLIWICE,26-660,JEDLIŃSK,WOODHOUSE,616442013122392,"1,0 0",,ZN4,0,281 / 281 1,,"34,16",205,42120
44-100,GLIWICE,26-600,RADOM,CARLO SARTI KRZYSZ,616442013123307,"0,5 0",,,0,125/ 0,,"0,00",0,0
44-100,GLIWICE,26-600,RADOM,CARLO SARTI KRZYSZ,616442013123308,"1,0 0",,ZN3,0,113 / 238 1,,"29,57",205,42120
52-438,WROCŁAW,26-600,RADOM,EL-DAR SP. Z O.O.,616542013089034,"5,0 0",,ZN3,0,200 / 2016 1,,"138,90",205,42120
88-192,PIECHCIN,26-600,RADOM,MOTO OIL GUM,616852012058946,"1,0 0",,ZN3,0,599 / 599 1,,"54,20",205,42120
87-100,TORUŃ,26-600,RADOM,P.H ADMOR JERZY MO,616872011769227,"1,0 0",,ZN3,0,500 / 619 1,,"56,03",205,42120
95-030,RZGÓW,26-600,RADOM,WEGLOSTAL,616922013191205,"1,0 0",,ZN3,0,191 / 288 1,,"29,57",205,42120
95-010,STRYKÓW,26-600,RADOM,BIOGAJAMED SP. Z O,616929012261480,"1,0 0",,ZN3,0,530 / 530 1,,"47,96",205,42120
"Razem 16,7 0 5279 / 7355 13 773,17 PLN",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Strona:,,,,,,,,,,,,,,
5 Z                  131                                   Specyfikacja  : 2533280015,,,,,,,,,,,,,,
Data       08-12-23,KM,Stopy,KM+Stopy+Dodatki,Stawka,Wartość,,,,,,,,,
TRASA nr 25tc/616258010615442,0,0,0,,"344,50 PLN",,,,,,,,,
,,,,,,,,,,,,,,
START,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
STOP,,,,,,,,,,,,,,
KOD POCZT,MIASTO,KOD POCZT,MIASTO,MIEJSCE,PRZESYŁKA NR,MPAL,KM,STREF,STAW,WAGA BR/PRZEL,ST,KWOTA,STANOW KOSZTOW,KONTO
26-600,RADOM,68-200,ŻARY,STARYK ZAKŁAD META,616252011268646,"0,5 0",,ZN3,0,260 / 3260 1,,"163,00",205,42111
26-600,RADOM,75-523,KOSZALIN,PARK,616252011268672,"0,5 0",,,0,209/ 0,,"0,00",0,0
26-600,RADOM,97-500,RADOMSKO,UR-RAD S.C.,616252011268697,"0,5 0",,,0,241/ 0,,"0,00",0,0
26-600,RADOM,07-401,OSTROŁĘKA,606935 OMIS,616252011268720,"0,5 0",,,0,83/ 0,,"0,00",0,0
26-600,RADOM,26-300,OPOCZNO,P.H.U. ROLMASZ,616252011268727,"0,5 0",,,0,156/ 0,,"0,00",0,0
26-600,RADOM,62-005,OWIŃSKA,SOLARIS BUDOWA PRO,616252011268731,"0,5 0",,,0,210/ 0,,"0,00",0,0
26-600,RADOM,85-790,BYDGOSZCZ,COMEX,616252011268745,"0,5 0",,,0,186/ 0,,"0,00",0,0
26-600,RADOM,27-530,OŻARÓW,CEMENTOWNIA OŻARÓW,616252011268748,"1,0 0",,,0,998/ 0,,"0,00",0,0
26-600,RADOM,96-100,SKIERNIEWICE,KONS-MET MASZYNY B,616252011268754,"0,5 0",,,0,137/ 0,,"0,00",0,0
26-600,RADOM,40-951,KATOWICE,"""EURO-MET"" SP. Z O",616252011268804,"0,5 0",,,0,194/ 0,,"0,00",0,0
26-600,RADOM,37-450,STALOWA WOLA,UNIMET STALOWA WOL,616252011268809,"0,5 0",,,0,175/ 0,,"0,00",0,0
26-600,RADOM,48-100,GŁUBCZYCE,MET-KOL,616252011268810,"0,5 0",,,0,262/ 0,,"0,00",0,0
26-600,RADOM,32-060,KRYSPINÓW,PROMEROL,616252011268813,"1,0 0",,,0,149/ 0,,"0,00",0,0
26-601,RADOM,32657,LEMGO,ISRINGHAUSEN GMBH,616254010148209,"1,0 0",,ZN3,0,460 / 460 1,,"39,29",205,42111
26-660,JEDLIŃSK,97437,HASSFURT,WALDI SCHUHFABRIK,616254010148283,"1,5 2000",,ZN4,0,550 / 648 1,,"67,71",205,42111
26-600,RADOM,58001,HAVLICKUV BROD,"ANKA M+N, SPOL. S",616254010148297,"1,0 0",,ZN3,0,170 / 170 1,,"29,57",205,42111
,,,,,,,,,,/,,"44,93",205,42611
"Razem 11,0 0 4440 / 4538 4 344,50 PLN",,,,,,,,,,,,,,
Data       08-12-23,KM,Stopy,KM+Stopy+Dodatki,Stawka,Wartość,,,,,,,,,
TRASA nr 25tc/616258010615650,0,0,0,,"745,75 PLN",,,,,,,,,
,,,,,,,,,,,,,,
START,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
STOP,,,,,,,,,,,,,,
KOD POCZT,MIASTO,KOD POCZT,MIASTO,MIEJSCE,PRZESYŁKA NR,MPAL,KM,STREF,STAW,WAGA BR/PRZEL,ST,KWOTA,STANOW KOSZTOW,KONTO
04-186,WARSZAWA,26-660,JEDLIŃSK,HYDRO-TRUCK HYDRAU,616042010249657,"1,0 0",,ZN4,0,130 / 302 1,,"34,44",205,42120
14-200,KAMIEŃ DUŻY,26-617,RADOM,AUCHAN POLSKA SP.,616102010819312,"0,5 0",,ZN3,0,120 / 129 1,,"26,07",205,42120
55-220,JELCZ LASKOWICE,26-660,WIELOGÓRA,AZAN,616252011265926,"1,0 0",,ZN4,0,350 / 489 1,,"45,40",205,42120
,,,,,,,,,,/,,"97,27",205,42620
32-432,PCIM,26-600,RADOM,F.H.P. SWIAT DZIEC,616302012149852,"1,6 2000",,ZN3,0,430 / 430 1,,"39,29",205,42120
43-175,WYRY,26-600,RADOM,PHU MATPOL,616442013126022,"1,0 0",,ZN3,0,660 / 660 1,,"59,73",205,42120
41-707,RUDA ŚLĄSKA,26-600,RADOM,SIEK SPÓŁKA JAWNA,616459010804278,"1,0 0",,ZN3,0,441 / 441 1,,"39,29",205,42120
45-325,OPOLE,26-600,RADOM,CERAMIKA PRIMUS SP,616462010798699,"0,5 0",,ZN3,0,200 / 200 1,,"29,57",205,42120
45-446,OPOLE,26-600,RADOM,SĄD REJONOWY DLA C,616462010799400,"2,0 0",,ZN3,0,600 / 1036 1,,"91,03",205,42120
55-095,ŁOZINA,26-660,WIELOGÓRA,NC SYSTEM SP Z O.O,616542013091698,"0,5 0",,ZN4,0,120 / 120 1,,"27,88",205,42120
41712,Nové Modlany,26-600,RADOM,BIOGAJAMED SP. Z O,616594011162290,"0,6 0",,ZN3,0,38 / 99 1,,"20,12",205,42120
64-600,KOWANOWO,26-617,Radom,LAB ONE SP. z o.o.,616622014865820,"1,0 0",,ZN3,0,365 / 446 1,,"39,29",205,42120
62-023,KONINKO,26-600,RADOM,EUROWKRET K. M. PI,616622014868346,"1,0 0",,ZN3,0,91 / 604 1,,"54,73",205,42120
48653,Coesfeld,26-600,RADOM,TODOM.PL,616624011437320,"1,5 2000",,ZN3,0,584 / 584 1,,"52,93",205,42120
62-811,KOŚCIELNA WIEŚ,26-600,Radom,PRZEDSIĘBIORSTWO P,616632012182706,"0,5 0",,ZN3,0,200 / 200 1,,"29,57",205,42120
63-460,NOWE SKALMIERZYC26-600,,RADOM,BIZON S.C. TOMASZ,616632012183798,"1,0 0",,ZN3,0,150 / 201 1,,"29,57",205,42120
80-718,GDAŃSK,26-612,RADOM,KONAR -BUDOWA CENT,616832011839302,"1,0 0",,ZN3,0,161 / 288 1,,"29,57",205,42120
"Razem 15,7 0 4642 / 6235 16 745,75 PLN",,,,,,,,,,,,,,
Data       11-12-23,KM,Stopy,KM+Stopy+Dodatki,Stawka,Wartość,,,,,,,,,
TRASA nr 25tc/616258010615741,0,0,0,,"523,97 PLN",,,,,,,,,
,,,,,,,,,,,,,,
START,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
STOP,,,,,,,,,,,,,,
